Elevation,Aspect,Slope,H_Hydrology,V_Hydrology,H_Ignition,Cover
3397,286,12,371,21,2103,7
3404,289,11,342,28,2123,7
3408,297,9,313,32,2143,7
3412,310,8,285,36,2164,7
3414,340,6,256,38,2185,7
3414,18,6,228,38,2206,7
3412,39,7,201,36,2227,7
3410,47,8,175,34,2249,7
3406,62,11,150,30,2271,7
3399,68,14,127,21,2293,7
3392,64,12,108,14,2315,7
3387,55,9,95,9,2337,7
3384,48,6,90,6,2359,7
3382,37,5,95,4,2382,7
3381,16,4,108,3,2405,7
3381,0,5,127,3,2428,7
3381,358,5,150,5,2451,7
3381,32,6,170,7,2474,7
3378,66,8,192,6,2497,7
3374,80,11,216,4,2521,7
3366,81,16,242,0,2544,7
3356,76,14,256,43,2568,7
3351,76,14,228,38,2592,7
3342,83,17,201,42,2616,7
3333,86,14,175,33,2640,7
3327,91,11,150,27,2664,7
3316,101,14,108,23,2713,7
3308,98,16,85,15,2738,7
3299,91,17,67,16,2763,7
3280,71,16,30,-2,2812,7
3273,55,12,30,3,2837,7
3270,27,8,0,0,2821,7
3269,13,8,0,0,2792,7
3405,285,11,351,29,2145,7
3409,291,9,323,33,2165,7
3414,302,9,295,38,2186,7
3417,334,6,268,41,2207,7
3417,29,6,242,41,2227,7
3414,45,6,216,38,2249,7
3412,50,7,192,36,2270,7
3408,66,11,170,30,2291,7
3401,68,13,150,23,2313,7
3395,63,12,134,17,2335,7
3386,50,7,120,8,2379,7
3384,30,5,124,6,2402,7
3383,11,5,134,5,2424,7
3384,353,6,170,6,2470,7
3384,45,7,192,8,2493,7
3379,74,10,212,5,2516,7
3374,80,11,234,2,2539,7
3368,75,15,258,-1,2563,7
3359,67,14,247,41,2586,7
3354,68,15,218,41,2610,7
3344,76,19,190,31,2634,7
3334,79,15,162,34,2658,7
3328,83,12,134,28,2682,7
3321,94,13,108,21,2706,7
3314,101,14,85,14,2731,7
3306,100,15,67,13,2755,7
3298,91,14,42,5,2780,7
3283,67,14,0,0,2829,7
3277,48,11,0,0,2847,7
3274,23,9,0,0,2817,7
3273,8,9,30,3,2787,7
3411,78,10,192,33,2312,7
3404,77,12,175,26,2334,7
3398,72,11,162,20,2356,7
3393,72,10,153,15,2377,7
3387,51,3,153,9,2422,7
3386,27,2,162,8,2444,7
3386,323,2,175,8,2467,7
3388,337,2,192,10,2489,7
3387,84,7,212,9,2512,7
3380,92,11,234,4,2535,7
3375,94,10,255,1,2558,7
3370,88,12,255,47,2582,7
3363,81,12,234,45,2605,7
3357,81,15,212,39,2629,7
3347,83,19,182,34,2652,7
3336,84,17,153,23,2676,7
3329,89,14,124,29,2700,7
3321,94,15,95,21,2724,7
3312,95,14,67,12,2748,7
3305,90,13,42,5,2773,7
3298,80,12,30,5,2797,7
3293,69,12,0,0,2821,7
3286,60,13,0,0,2846,7
3281,38,11,30,-1,2843,7
3279,16,10,30,2,2813,7
3278,5,10,42,4,2783,7
2062,104,34,60,33,390,6
2029,56,12,0,0,417,6
3311,100,16,703,84,1935,7
3298,108,15,680,71,1945,7
3268,160,6,466,41,2110,7
3271,229,10,459,44,2125,7
3276,227,10,454,49,2140,7
3279,217,10,451,52,2156,7
3283,211,11,450,56,2172,7
3288,216,12,451,61,2205,7
2075,46,24,30,6,418,6
2099,97,33,95,55,342,6
2035,73,18,30,6,376,6
2036,340,20,0,0,391,6
3291,125,10,638,64,1984,7
3287,133,12,616,60,1994,7
3268,232,8,430,41,2151,7
3273,229,9,424,46,2166,7
3275,207,8,421,48,2182,7
3277,199,11,420,50,2197,7
3279,203,12,420,52,2214,7
3282,214,14,421,55,2230,7
3287,219,14,424,60,2247,7
3291,214,11,430,64,2264,7
2089,142,20,0,0,603,6
2084,124,5,0,0,607,6
2072,101,35,60,28,323,6
2194,46,22,212,143,277,6
2183,78,25,182,132,272,6
2092,91,39,67,41,285,6
2052,93,15,30,8,309,6
2200,77,25,210,149,247,6
2119,81,37,90,68,247,6
2064,88,36,30,13,268,6
2051,85,10,0,0,283,6
2089,140,12,0,0,514,6
2250,57,30,300,178,258,6
2053,264,14,0,0,277,6
2077,130,23,30,-3,553,6
2075,207,8,0,0,560,6
2311,103,31,362,233,283,6
2232,94,35,256,160,192,6
2190,105,37,201,118,162,6
2110,128,9,0,0,552,6
2351,239,4,192,57,553,6
2377,299,20,283,87,437,4
2388,4,18,309,98,408,4
2340,105,36,390,249,323,6
2234,101,34,242,162,170,6
2089,109,27,67,24,150,6
2081,118,18,30,6,633,6
2075,98,5,0,0,636,6
2356,129,43,376,66,342,6
2207,106,36,201,135,127,6
2069,100,17,30,4,150,6
2362,274,13,218,68,722,6
2372,315,15,212,78,693,6
2375,26,18,210,81,663,4
2347,240,19,277,53,484,6
2359,250,25,297,65,454,6
2369,149,36,342,79,395,6
2309,135,44,342,209,306,6
2288,132,40,324,188,277,6
2226,137,32,247,148,162,6
2214,132,32,218,136,134,6
2134,110,9,0,0,607,6
2340,147,20,268,46,541,6
2334,183,16,283,40,511,6
2357,238,25,319,63,451,6
2271,133,36,300,171,272,6
2226,131,32,256,139,182,6
2129,107,34,95,57,30,6
2110,106,33,67,38,42,6
2332,272,6,361,38,900,6
2340,227,17,295,46,780,6
2361,265,24,277,67,720,6
2277,115,37,297,177,300,6
2151,139,20,0,0,693,6
2330,188,15,366,36,871,6
2321,224,25,350,27,481,6
2314,97,36,319,210,361,6
2269,106,37,277,169,301,6
2249,113,34,255,149,272,6
2177,131,28,182,90,124,6
2166,128,27,162,79,95,6
2116,97,35,85,38,30,6
2097,101,31,60,25,42,6
2320,189,19,376,26,842,6
2313,237,23,376,19,484,6
2242,113,35,234,142,277,6
2207,118,31,192,107,218,6
2157,129,25,150,70,108,6
2332,30,4,484,251,997,6
2311,260,21,418,17,819,6
2327,270,28,408,33,789,6
2347,267,25,400,53,760,6
2350,134,25,391,56,700,6
2283,191,15,382,163,553,6
2290,237,22,361,170,524,6
2290,125,43,258,179,379,6
2267,121,44,234,156,351,6
2240,121,41,212,129,323,6
2176,130,29,127,76,216,6
2151,129,28,95,51,170,6
2139,132,29,90,39,150,6
2091,103,21,30,13,124,6
2301,108,21,484,7,912,6
2325,248,28,437,31,794,6
2347,174,21,424,53,735,6
2337,137,30,421,43,706,6
2271,127,43,242,158,390,6
2248,125,43,216,137,362,6
2226,123,40,192,115,335,6
2176,131,31,127,72,258,6
2099,140,24,42,8,153,6
2084,14,10,0,0,162,6
2336,65,14,511,251,1006,6
2303,236,27,474,9,830,6
2317,230,28,466,23,800,6
2323,137,30,451,197,713,6
2285,220,30,297,165,513,6
2164,129,32,108,60,277,6
2284,228,12,513,-9,866,6
2320,167,24,470,190,750,6
2312,141,30,443,182,721,6
2285,126,28,391,159,664,6
2278,184,34,255,158,497,6
2263,140,39,216,143,443,6
2223,120,35,190,110,391,6
2185,113,32,134,74,342,6
2282,216,8,510,136,874,6
2309,190,22,470,173,787,6
2249,133,26,324,123,618,6
2252,196,32,255,127,537,6
2254,177,35,234,134,510,6
2114,115,23,30,10,283,6
2104,82,7,0,0,268,6
