Elevation;Aspect;Slope;H_Hydrology;V_Hydrology;H_Ignition;Cover
2382;330;9;350;125;1167;Ponderosa pine
2385;345;13;335;128;1138;Ponderosa pine
2387;356;13;323;130;1110;Ponderosa pine
2386;3;13;309;129;1082;Ponderosa pine
2385;9;13;295;128;1053;Ponderosa pine
2384;12;10;283;127;1025;Ponderosa pine
2384;42;6;268;127;997;Ponderosa pine
2381;90;9;256;124;969;Ponderosa pine
2376;106;9;247;119;942;Ponderosa pine
2372;139;4;242;88;914;Ponderosa pine
2373;217;5;228;97;886;Ponderosa pine
2376;216;4;201;96;859;Ponderosa pine
2377;118;6;175;97;832;Ponderosa pine
2372;99;14;150;92;805;Ponderosa pine
2363;102;20;127;83;778;Ponderosa pine
2350;110;22;108;70;752;Ponderosa pine
2341;109;21;95;61;726;Ponderosa pine
2331;90;22;85;58;700;Ponderosa pine
2317;68;27;67;44;674;Ponderosa pine
2299;52;29;42;27;649;Ponderosa pine
2286;42;26;30;14;624;Ponderosa pine
2270;228;21;0;0;531;Douglas-fir
2282;236;31;30;12;509;Douglas-fir
2301;240;34;60;31;488;Douglas-fir
2320;240;34;90;50;469;Douglas-fir
2338;232;29;120;68;450;Douglas-fir
2348;216;27;150;78;433;Douglas-fir
2356;219;21;210;86;402;Douglas-fir
2367;244;22;240;97;390;Douglas-fir
2379;253;21;270;109;379;Douglas-fir
2406;240;21;330;136;365;Douglas-fir
2418;240;18;390;148;360;Douglas-fir
2428;260;20;420;158;361;Douglas-fir
2441;271;19;450;171;365;Douglas-fir
2451;273;17;480;181;371;Douglas-fir
2460;269;14;480;207;379;Douglas-fir
2466;267;12;450;213;390;Douglas-fir
2471;269;11;420;218;402;Douglas-fir
2261;309;26;30;12;752;Ponderosa pine
2320;85;5;150;45;1566;Ponderosa pine
2317;86;10;127;42;1577;Ponderosa pine
2310;95;17;108;37;1588;Cottonwodd/willow
2266;56;19;0;0;1637;Cottonwodd/willow
2259;8;15;30;-1;1650;Ponderosa pine
2264;326;20;0;0;1664;Ponderosa pine
2270;314;19;0;0;1678;Ponderosa pine
2276;293;11;0;0;1693;Ponderosa pine
2278;237;11;30;2;1708;Ponderosa pine
2285;243;20;42;5;1724;Ponderosa pine
2299;253;24;67;19;1739;Ponderosa pine
2311;263;24;95;31;1756;Ponderosa pine
2324;274;27;124;44;1772;Ponderosa pine
2343;280;31;153;63;1789;Ponderosa pine
2362;283;31;182;82;1806;Ponderosa pine
2381;283;31;212;101;1824;Ponderosa pine
2398;281;31;242;118;1842;Ponderosa pine
2416;280;32;272;136;1852;Ponderosa pine
2451;289;28;270;16;1828;Ponderosa pine
2465;295;26;240;30;1816;Ponderosa pine
2476;307;18;210;41;1805;Ponderosa pine
2481;334;7;180;46;1794;Ponderosa pine
2480;90;9;150;45;1784;Ponderosa pine
2471;98;18;120;36;1774;Ponderosa pine
2462;92;17;90;27;1765;Ponderosa pine
2453;80;15;60;18;1756;Ponderosa pine
2445;78;16;30;10;1747;Ponderosa pine
2435;75;13;0;0;1739;Ponderosa pine
2432;29;6;0;0;1732;Ponderosa pine
2433;11;8;30;4;1725;Ponderosa pine
2431;27;7;42;3;1718;Ponderosa pine
2431;342;5;67;6;1712;Ponderosa pine
2432;297;12;85;13;1707;Ponderosa pine
2440;288;19;108;27;1702;Ponderosa pine
2451;288;18;127;40;1697;Ponderosa pine
2473;284;19;175;62;1679;Ponderosa pine
2479;294;11;201;71;1657;Ponderosa pine
2482;303;8;228;74;1635;Ponderosa pine
2485;335;7;256;79;1613;Ponderosa pine
2487;7;10;285;85;1591;Ponderosa pine
2486;18;12;313;86;1570;Ponderosa pine
2482;350;9;306;50;1549;Ponderosa pine
2486;301;11;295;3;1528;Ponderosa pine
2491;287;9;268;8;1507;Ponderosa pine
2495;309;3;242;12;1487;Ponderosa pine
2494;345;5;216;21;1468;Ponderosa pine
2497;11;7;190;24;1448;Ponderosa pine
2491;67;10;134;33;1410;Ponderosa pine
2485;94;13;108;27;1392;Ponderosa pine
2476;109;15;85;18;1374;Ponderosa pine
2469;117;17;67;19;1357;Ponderosa pine
2460;116;18;42;10;1340;Ponderosa pine
2450;107;17;30;9;1323;Ponderosa pine
2436;15;10;0;0;1291;Douglas-fir
2439;352;16;30;4;1276;Douglas-fir
2440;345;18;60;3;1262;Douglas-fir
2445;338;19;85;16;1248;Douglas-fir
2448;353;20;67;20;1234;Douglas-fir
2447;4;21;42;10;1222;Douglas-fir
2446;350;19;30;9;1209;Douglas-fir
2451;336;17;0;0;1198;Douglas-fir
2454;324;15;30;3;1187;Douglas-fir
2459;301;14;60;8;1177;Douglas-fir
2466;278;12;90;15;1167;Douglas-fir
2472;266;6;120;21;1158;Ponderosa pine
2473;67;2;150;22;1150;Ponderosa pine
2472;11;4;180;21;1142;Ponderosa pine
2472;345;7;210;21;1134;Ponderosa pine
2473;29;11;240;22;1110;Ponderosa pine
2466;50;12;270;15;1087;Ponderosa pine
2462;70;9;300;11;1064;Ponderosa pine
2458;101;11;309;117;1041;Ponderosa pine
2451;106;15;283;110;1019;Ponderosa pine
2442;100;22;258;108;997;Ponderosa pine
2395;92;27;192;61;934;Ponderosa pine
2379;88;28;175;45;914;Ponderosa pine
2361;89;29;162;45;895;Ponderosa pine
2343;92;27;150;27;876;Ponderosa pine
2331;94;23;134;15;858;Ponderosa pine
2320;99;21;124;12;841;Ponderosa pine
2309;100;19;95;19;824;Ponderosa pine
2300;93;14;67;10;808;Ponderosa pine
2284;351;5;0;0;765;Cottonwodd/willow
2291;296;16;30;8;752;Douglas-fir
2302;290;22;60;25;741;Douglas-fir
2315;293;25;90;43;731;Douglas-fir
2327;302;26;120;55;721;Douglas-fir
2338;321;19;150;72;713;Douglas-fir
2340;4;15;170;75;706;Douglas-fir
2337;37;17;192;75;700;Douglas-fir
2329;53;19;216;67;696;Douglas-fir
2321;65;18;240;62;693;Douglas-fir
2311;87;18;210;64;691;Douglas-fir
2300;108;20;180;53;690;Douglas-fir
2291;122;21;150;44;691;Douglas-fir
2282;124;23;120;35;693;Douglas-fir
2271;117;23;90;24;696;Douglas-fir
2259;105;20;60;12;700;Douglas-fir
2248;97;10;30;1;706;Douglas-fir
2252;323;14;30;8;731;Douglas-fir
2259;314;18;60;12;741;Douglas-fir
2266;314;21;85;28;752;Douglas-fir
2275;317;24;108;42;765;Douglas-fir
2283;329;23;134;53;778;Douglas-fir
2287;337;22;162;56;793;Douglas-fir
2292;334;22;190;64;808;Douglas-fir
2298;328;22;218;70;824;Douglas-fir
2305;325;23;247;84;841;Douglas-fir
2313;316;28;277;94;858;Douglas-fir
2328;313;32;306;116;876;Douglas-fir
2341;323;30;335;129;895;Douglas-fir
2348;336;28;350;137;914;Douglas-fir
2354;345;29;366;146;934;Douglas-fir
2356;347;30;384;156;955;Douglas-fir
2360;344;29;404;163;976;Douglas-fir
2365;337;28;424;166;997;Douglas-fir
2372;327;28;424;46;1019;Douglas-fir
2382;320;26;395;56;1041;Douglas-fir
2391;321;22;365;65;1064;Douglas-fir
2401;336;11;306;75;1110;Douglas-fir
2403;358;6;277;77;1134;Douglas-fir
2400;66;5;247;74;1158;Douglas-fir
2398;111;7;218;72;1182;Douglas-fir
2392;122;9;190;66;1207;Douglas-fir
2389;110;13;162;63;1231;Douglas-fir
2382;99;20;134;56;1256;Douglas-fir
2358;104;22;85;32;1307;Douglas-fir
2347;108;21;67;26;1333;Douglas-fir
2336;102;22;42;15;1358;Douglas-fir
2323;84;15;30;10;1384;Douglas-fir
2327;305;19;30;14;1437;Douglas-fir
2336;300;22;60;21;1463;Douglas-fir
2348;299;25;90;37;1489;Douglas-fir
2360;305;24;120;54;1500;Douglas-fir
2370;308;26;150;64;1471;Douglas-fir
2383;307;27;180;77;1442;Douglas-fir
2419;297;27;270;113;1354;Douglas-fir
2433;306;23;300;127;1324;Douglas-fir
2449;317;16;360;143;1266;Douglas-fir
2452;349;10;390;146;1237;Douglas-fir
2451;345;8;420;145;1208;Ponderosa pine
2460;309;9;480;154;1150;Douglas-fir
2462;338;7;510;156;1121;Douglas-fir
2463;354;7;540;157;1092;Douglas-fir
2463;34;5;541;193;1063;Douglas-fir
2459;86;10;525;189;1034;Ponderosa pine
2452;111;7;510;182;1006;Ponderosa pine
2453;215;6;497;183;977;Ponderosa pine
2457;180;6;485;187;949;Ponderosa pine
2454;179;10;466;184;892;Ponderosa pine
2453;175;13;459;183;864;Ponderosa pine
2452;168;15;454;182;836;Ponderosa pine
2449;173;14;451;179;808;Ponderosa pine
2446;146;16;391;103;752;Ponderosa pine
2440;139;17;361;97;725;Ponderosa pine
2434;144;17;331;91;698;Ponderosa pine
2423;152;20;272;80;644;Ponderosa pine
2419;160;21;242;76;618;Ponderosa pine
2416;162;22;212;73;592;Ponderosa pine
2409;155;19;153;66;541;Ponderosa pine
2403;135;18;124;60;516;Ponderosa pine
2395;105;22;95;52;492;Ponderosa pine
3322;24;13;120;18;3987;Krummholz
3321;4;14;90;15;3995;Krummholz
3323;354;15;30;7;4010;Krummholz
3323;354;15;0;0;4018;Krummholz
3325;343;15;30;9;4026;Krummholz
3328;324;19;42;-4;4034;Krummholz
3337;317;24;67;4;4043;Krummholz
3346;332;21;85;2;4052;Krummholz
3348;349;18;108;4;4061;Krummholz
3350;344;19;134;6;4070;Krummholz
3353;3;20;162;9;4079;Krummholz
3348;35;25;190;-19;4089;Krummholz
3336;48;30;182;83;4099;Krummholz
3321;53;30;153;68;4109;Krummholz
3295;65;28;95;42;4129;Krummholz
3279;74;30;67;26;4140;Krummholz
3262;79;26;42;9;4151;Krummholz
3250;72;16;30;7;4160;Krummholz
3243;12;14;30;0;4132;Krummholz
3242;348;17;42;4;4119;Krummholz
3247;328;19;67;14;4106;Krummholz
3254;331;15;85;25;4093;Krummholz
3256;352;14;108;23;4080;Spruce/fir
3256;357;15;124;21;4067;Spruce/fir
3257;351;16;134;21;4054;Spruce/fir
3259;344;16;150;26;4042;Spruce/fir
3262;336;18;153;32;4030;Spruce/fir
3267;338;20;162;38;4018;Spruce/fir
3270;342;21;175;43;4006;Spruce/fir
3274;336;23;182;48;3995;Spruce/fir
3280;338;26;190;54;3983;Spruce/fir
3284;341;27;201;61;3972;Spruce/fir
3290;341;29;216;68;3961;Spruce/fir
3295;346;30;228;72;3950;Spruce/fir
3298;339;33;242;75;3940;Spruce/fir
3308;333;36;256;86;3929;Spruce/fir
3318;335;36;268;95;3919;Spruce/fir
3118;141;14;360;105;3690;Spruce/fir
3114;134;13;330;139;3691;Spruce/fir
3108;122;15;300;133;3692;Spruce/fir
3101;113;16;270;126;3693;Spruce/fir
3092;98;24;240;117;3694;Spruce/fir
3074;89;30;210;99;3696;Spruce/fir
3058;84;29;180;83;3698;Spruce/fir
3041;85;33;150;66;3700;Spruce/fir
3019;87;34;120;44;3702;Spruce/fir
3000;86;25;90;25;3705;Spruce/fir
2991;79;16;60;16;3692;Spruce/fir
2983;80;14;30;8;3665;Spruce/fir
2976;76;8;0;0;3637;Spruce/fir
2975;321;3;0;0;3610;Spruce/fir
2978;309;6;30;3;3583;Spruce/fir
2980;324;6;60;5;3556;Spruce/fir
2982;333;6;90;7;3529;Spruce/fir
2983;351;6;120;8;3502;Spruce/fir
2983;351;6;150;8;3475;Spruce/fir
2984;331;6;180;9;3448;Spruce/fir
2986;298;9;210;3;3421;Spruce/fir
2993;283;15;240;10;3394;Spruce/fir
3002;282;16;268;19;3368;Spruce/fir
3010;283;18;295;27;3341;Spruce/fir
3021;284;22;323;38;3314;Spruce/fir
3034;286;26;351;39;3288;Spruce/fir
3049;293;23;379;54;3261;Spruce/fir
3058;306;18;408;63;3235;Spruce/fir
3064;310;17;437;69;3208;Spruce/fir
3072;311;18;466;77;3182;Spruce/fir
3079;310;19;495;38;3156;Spruce/fir
3088;305;19;513;-15;3130;Spruce/fir
3096;299;20;485;-7;3103;Spruce/fir
3107;292;26;457;3;3077;Spruce/fir
3123;294;31;430;19;3051;Spruce/fir
3140;302;32;402;36;3025;Spruce/fir
3154;315;30;376;50;3000;Spruce/fir
3164;321;29;350;60;2974;Spruce/fir
3175;321;28;323;69;2948;Spruce/fir
3184;328;25;295;75;2922;Spruce/fir
3190;334;25;268;77;2897;Spruce/fir
3196;334;26;242;79;2872;Spruce/fir
3203;326;27;216;86;2846;Spruce/fir
3214;317;28;192;83;2821;Spruce/fir
3226;329;22;170;83;2796;Spruce/fir
3227;7;20;150;84;2771;Spruce/fir
3223;23;26;124;68;2746;Spruce/fir
3215;27;31;95;60;2721;Spruce/fir
3206;24;32;67;43;2696;Spruce/fir
3199;20;32;42;21;2672;Spruce/fir
3193;18;30;30;15;2647;Spruce/fir
3188;3;25;0;0;2623;Spruce/fir
3192;331;20;0;0;2598;Spruce/fir
3199;297;19;30;7;2574;Spruce/fir
3211;277;30;60;19;2550;Spruce/fir
3234;273;35;85;27;2526;Spruce/fir
3253;273;32;108;46;2502;Spruce/fir
3271;276;27;134;64;2479;Spruce/fir
3283;282;20;162;59;2455;Spruce/fir
3292;291;14;190;68;2432;Lodgepole pine
3297;304;9;216;73;2408;Lodgepole pine
3300;319;4;242;76;2385;Lodgepole pine
3300;352;2;268;76;2362;Spruce/fir
3300;63;1;295;76;2340;Spruce/fir
3299;99;3;323;75;2317;Spruce/fir
3297;112;4;351;73;2295;Spruce/fir
3295;119;6;379;71;2272;Spruce/fir
3292;103;12;408;68;2250;Spruce/fir
3283;91;17;437;59;2228;Spruce/fir
3273;81;14;466;49;2207;Spruce/fir
3268;73;9;495;44;2185;Spruce/fir
3264;77;8;524;40;2164;Spruce/fir
3260;84;15;553;36;2143;Spruce/fir
3248;85;25;582;24;2122;Lodgepole pine
3224;78;12;577;119;2081;Lodgepole pine
3219;77;13;573;114;2060;Lodgepole pine
3211;76;14;571;106;2040;Lodgepole pine
3205;74;11;570;100;2010;Lodgepole pine
3200;77;13;571;95;1980;Lodgepole pine
3192;82;17;573;87;1950;Lodgepole pine
3182;86;19;577;77;1920;Lodgepole pine
3171;89;21;582;66;1890;Lodgepole pine
3159;92;27;589;54;1860;Lodgepole pine
3141;95;33;598;36;1830;Lodgepole pine
2407;122;13;390;17;1062;Ponderosa pine
2403;119;13;420;13;1084;Ponderosa pine
2395;114;14;446;151;1106;Ponderosa pine
2387;107;9;426;143;1129;Ponderosa pine
2382;357;10;391;125;1176;Ponderosa pine
2386;324;13;376;129;1158;Ponderosa pine
2390;2;9;339;99;1101;Ponderosa pine
2391;4;8;319;104;1072;Ponderosa pine
2392;45;7;297;105;1044;Ponderosa pine
2387;90;8;277;100;1015;Ponderosa pine
2383;121;11;258;96;987;Ponderosa pine
2376;129;16;242;92;959;Ponderosa pine
2369;143;17;228;85;930;Ponderosa pine
2366;165;16;216;82;902;Ponderosa pine
2365;183;18;201;81;875;Ponderosa pine
2368;182;21;190;92;847;Ponderosa pine
2367;168;25;162;87;819;Ponderosa pine
2363;151;29;134;83;792;Ponderosa pine
2351;142;34;108;71;765;Ponderosa pine
2337;144;34;85;57;738;Ponderosa pine
2326;149;33;67;46;711;Ponderosa pine
2317;152;32;60;37;685;Ponderosa pine
2304;131;20;60;32;633;Ponderosa pine
2296;99;16;42;20;607;Ponderosa pine
2285;77;16;30;9;582;Ponderosa pine
2277;61;13;30;1;558;Cottonwodd/willow
2279;277;22;30;9;488;Douglas-fir
2295;261;28;60;25;467;Douglas-fir
2313;250;30;90;43;446;Douglas-fir
2335;233;21;150;65;408;Douglas-fir
2353;275;21;210;83;376;Douglas-fir
2369;280;23;240;99;362;Douglas-fir
2381;268;18;270;111;351;Douglas-fir
2389;245;18;300;119;342;Douglas-fir
2398;235;20;330;128;335;Douglas-fir
2405;246;19;360;135;331;Douglas-fir
2416;268;22;390;146;330;Douglas-fir
2430;277;23;420;160;331;Douglas-fir
2442;277;19;450;172;335;Douglas-fir
2451;272;16;480;181;342;Douglas-fir
2459;268;13;480;206;351;Douglas-fir
2465;269;13;450;212;362;Douglas-fir
2260;303;19;30;7;711;Ponderosa pine
2271;302;26;42;19;738;Ponderosa pine
2268;353;16;30;2;1624;Ponderosa pine
2274;329;22;30;10;1638;Ponderosa pine
2280;332;22;30;16;1652;Ponderosa pine
2285;355;17;0;0;1667;Ponderosa pine
2280;347;13;0;0;1682;Ponderosa pine
2287;299;20;30;7;1698;Ponderosa pine
2299;292;27;60;19;1714;Ponderosa pine
2316;295;30;90;36;1731;Ponderosa pine
2332;298;33;120;52;1747;Ponderosa pine
2350;297;34;150;70;1765;Ponderosa pine
2368;293;31;180;88;1782;Ponderosa pine
2384;288;30;210;104;1800;Ponderosa pine
2400;285;31;240;120;1818;Ponderosa pine
2418;283;32;270;138;1837;Ponderosa pine
2438;281;30;295;-4;1855;Ponderosa pine
2453;284;30;268;10;1855;Ponderosa pine
2471;290;27;240;28;1844;Ponderosa pine
2484;307;14;210;41;1833;Ponderosa pine
2484;49;5;180;49;1822;Ponderosa pine
2479;95;13;150;44;1812;Ponderosa pine
2470;96;17;120;35;1802;Ponderosa pine
2460;92;14;90;25;1793;Ponderosa pine
2455;82;13;60;20;1784;Ponderosa pine
2438;65;13;0;0;1768;Ponderosa pine
2434;4;7;30;0;1761;Ponderosa pine
2438;6;7;42;6;1754;Ponderosa pine
2433;41;9;67;4;1747;Ponderosa pine
2430;343;6;85;2;1742;Ponderosa pine
2435;302;15;108;10;1736;Ponderosa pine
2445;298;21;127;26;1731;Ponderosa pine
2455;300;19;150;42;1727;Ponderosa pine
2463;293;19;170;52;1722;Ponderosa pine
2474;285;18;192;63;1699;Ponderosa pine
2483;297;13;216;72;1677;Ponderosa pine
2486;317;11;242;78;1655;Ponderosa pine
2491;335;10;268;83;1634;Ponderosa pine
2491;0;8;295;85;1612;Ponderosa pine
2491;15;9;323;89;1591;Ponderosa pine
2488;1;10;309;5;1570;Ponderosa pine
2491;324;11;283;8;1550;Ponderosa pine
2498;339;9;228;15;1510;Ponderosa pine
2499;342;9;201;16;1490;Ponderosa pine
2502;7;8;175;29;1471;Ponderosa pine
2498;55;11;150;25;1452;Ponderosa pine
2483;79;15;95;25;1416;Ponderosa pine
2474;84;17;67;16;1398;Ponderosa pine
2465;91;17;42;7;1381;Ponderosa pine
2456;94;16;30;6;1365;Ponderosa pine
2450;82;12;0;0;1348;Cottonwodd/willow
2444;23;10;0;0;1333;Douglas-fir
2450;348;20;42;14;1302;Douglas-fir
2450;347;20;67;15;1288;Douglas-fir
2454;337;22;95;17;1275;Douglas-fir
2460;349;21;85;23;1261;Douglas-fir
2459;1;20;30;8;1237;Douglas-fir
2459;349;17;0;0;1226;Douglas-fir
2462;336;16;30;11;1215;Douglas-fir
2466;332;14;60;15;1205;Douglas-fir
2468;317;12;90;17;1195;Douglas-fir
3330;7;15;120;24;4016;Krummholz
3330;357;17;90;21;4024;Krummholz
3331;354;18;60;15;4031;Krummholz
3332;356;18;30;9;4039;Krummholz
3332;357;17;0;0;4047;Krummholz
3348;315;26;42;4;4072;Krummholz
3356;336;21;67;12;4080;Krummholz
3357;351;18;95;13;4089;Krummholz
3359;341;19;124;15;4098;Krummholz
3364;356;20;153;-3;4108;Krummholz
3361;28;26;182;-6;4117;Krummholz
3350;44;33;180;97;4127;Krummholz
3334;50;34;150;81;4137;Krummholz
3319;53;32;120;66;4147;Krummholz
3304;62;33;90;51;4157;Krummholz
3266;75;29;30;13;4147;Krummholz
3253;62;16;0;0;4133;Krummholz
3251;0;11;0;0;4119;Krummholz
3253;348;18;30;7;4106;Krummholz
3255;349;22;60;12;4092;Krummholz
3258;344;20;85;20;4079;Krummholz
3261;343;16;108;28;4066;Krummholz
3263;347;15;127;34;4053;Krummholz
3265;350;16;150;32;4040;Spruce/fir
3266;353;17;162;31;4027;Spruce/fir
3267;344;17;175;31;4015;Spruce/fir
3271;333;19;182;38;4002;Spruce/fir
3277;334;21;190;47;3990;Spruce/fir
3281;338;22;201;52;3979;Spruce/fir
3286;332;26;212;59;3967;Spruce/fir
3295;334;29;218;69;3955;Spruce/fir
3301;340;31;228;75;3944;Spruce/fir
3307;340;32;242;84;3933;Spruce/fir
3314;344;33;256;92;3922;Spruce/fir
3318;338;37;268;95;3912;Spruce/fir
3331;334;39;283;108;3901;Spruce/fir
3340;339;38;295;118;3891;Spruce/fir
3116;143;15;376;103;3660;Spruce/fir
3112;145;13;350;99;3660;Spruce/fir
3108;139;13;324;95;3661;Spruce/fir
3103;130;15;300;99;3662;Spruce/fir
3096;121;16;270;92;3663;Spruce/fir
3088;104;21;240;113;3664;Spruce/fir
3074;93;27;210;99;3666;Spruce/fir
3058;87;27;180;83;3668;Spruce/fir
3043;87;33;150;68;3670;Spruce/fir
3019;88;35;120;44;3672;Spruce/fir
3000;85;23;90;25;3675;Spruce/fir
2994;77;16;60;19;3678;Spruce/fir
2984;80;16;30;8;3677;Spruce/fir
2977;74;8;0;0;3650;Spruce/fir
2976;315;4;0;0;3623;Spruce/fir
2980;302;8;30;5;3596;Spruce/fir
2983;318;7;60;8;3569;Spruce/fir
2985;335;7;90;10;3542;Spruce/fir
2986;353;6;120;3;3515;Spruce/fir
2986;349;6;150;3;3488;Spruce/fir
2987;335;7;175;4;3461;Spruce/fir
2989;308;8;201;6;3435;Spruce/fir
2994;283;14;228;11;3408;Spruce/fir
3004;282;17;256;21;3381;Spruce/fir
3012;284;19;285;29;3355;Spruce/fir
3024;284;24;313;29;3328;Spruce/fir
3038;285;27;342;43;3302;Spruce/fir
3054;291;25;371;59;3275;Spruce/fir
3064;306;18;400;69;3249;Spruce/fir
3070;311;18;430;75;3223;Spruce/fir
3079;311;20;459;38;3197;Spruce/fir
3086;313;19;488;45;3170;Spruce/fir
3094;310;18;518;51;3144;Spruce/fir
3101;300;19;497;-2;3118;Spruce/fir
3112;291;27;470;8;3092;Spruce/fir
3130;291;34;443;26;3066;Spruce/fir
3150;299;36;417;46;3041;Spruce/fir
3168;313;33;390;64;3015;Spruce/fir
3179;325;30;362;73;2989;Spruce/fir
3188;328;28;335;79;2964;Spruce/fir
3196;330;26;309;83;2938;Spruce/fir
3203;332;26;283;86;2913;Spruce/fir
3210;334;27;258;93;2888;Spruce/fir
3216;330;27;234;85;2862;Spruce/fir
3225;321;25;212;82;2837;Spruce/fir
3234;330;19;190;91;2812;Spruce/fir
3236;356;18;162;81;2787;Spruce/fir
3235;11;23;134;80;2763;Spruce/fir
3231;19;29;108;68;2738;Spruce/fir
3224;20;33;85;46;2713;Spruce/fir
3218;19;33;67;40;2689;Spruce/fir
3211;21;33;42;23;2664;Spruce/fir
3204;15;28;30;16;2640;Spruce/fir
3203;3;20;0;0;2616;Spruce/fir
3203;315;15;30;11;2592;Spruce/fir
3214;280;28;42;7;2568;Spruce/fir
3234;273;33;67;27;2544;Spruce/fir
3253;272;33;95;46;2521;Spruce/fir
3273;276;28;124;49;2497;Spruce/fir
3285;283;21;150;61;2474;Spruce/fir
3295;293;15;175;71;2451;Spruce/fir
3300;313;8;201;76;2428;Lodgepole pine
3301;342;4;228;77;2405;Lodgepole pine
3301;29;2;256;77;2382;Spruce/fir
3300;72;2;285;76;2359;Spruce/fir
3299;97;4;313;75;2337;Spruce/fir
3296;107;6;342;72;2315;Spruce/fir
3293;116;7;371;69;2293;Spruce/fir
3289;108;11;400;65;2271;Spruce/fir
3282;94;14;430;58;2249;Spruce/fir
3274;82;13;459;50;2227;Spruce/fir
3269;80;10;488;45;2206;Spruce/fir
3264;90;9;518;40;2185;Spruce/fir
3259;92;14;547;35;2164;Lodgepole pine
3249;88;24;560;144;2143;Lodgepole pine
3232;85;22;553;127;2123;Lodgepole pine
3225;81;11;547;120;2100;Lodgepole pine
3213;76;14;541;108;2040;Lodgepole pine
3206;77;12;540;101;2010;Lodgepole pine
3201;80;12;541;96;1980;Lodgepole pine
3193;83;17;543;88;1950;Lodgepole pine
3182;87;20;547;77;1920;Lodgepole pine
3171;91;22;553;66;1890;Lodgepole pine
3158;94;29;560;53;1860;Lodgepole pine
3138;96;35;569;33;1830;Lodgepole pine
3117;98;37;579;12;1800;Lodgepole pine
3094;99;38;591;-10;1770;Lodgepole pine
3071;101;37;604;-33;1740;Spruce/fir
3050;107;31;618;-54;1710;Spruce/fir
3036;115;26;631;-68;1680;Spruce/fir
3023;122;23;612;218;1650;Spruce/fir
3014;133;19;582;209;1620;Spruce/fir
3008;107;31;553;203;1590;Spruce/fir
2967;103;22;495;162;1530;Lodgepole pine
2942;103;24;437;137;1470;Lodgepole pine
2929;103;23;408;124;1440;Lodgepole pine
2917;102;21;379;112;1410;Lodgepole pine
2907;103;17;351;102;1380;Lodgepole pine
2899;110;15;323;94;1350;Lodgepole pine
2892;119;15;295;87;1320;Lodgepole pine
2885;125;15;268;80;1290;Lodgepole pine
2879;128;16;242;74;1260;Lodgepole pine
2872;130;17;216;67;1230;Lodgepole pine
2865;131;19;192;60;1200;Lodgepole pine
2857;134;19;170;52;1170;Lodgepole pine
2850;139;20;150;48;1140;Lodgepole pine
2842;140;21;120;40;1110;Lodgepole pine
2835;135;21;90;25;1080;Lodgepole pine
3021;106;7;283;71;589;Lodgepole pine
3016;110;10;256;72;582;Lodgepole pine
3010;107;13;228;66;577;Lodgepole pine
3003;103;17;201;59;573;Lodgepole pine
2993;100;22;175;53;571;Lodgepole pine
2980;102;24;150;40;570;Lodgepole pine
2967;106;23;127;27;571;Lodgepole pine
2955;111;20;108;15;573;Lodgepole pine
2946;115;14;95;6;577;Lodgepole pine
2942;122;6;85;2;553;Lodgepole pine
2941;119;2;67;2;524;Lodgepole pine
2940;104;2;42;1;495;Lodgepole pine
2939;124;2;30;0;466;Lodgepole pine
2937;180;0;60;-1;323;Lodgepole pine
2937;8;2;60;0;295;Lodgepole pine
2937;18;5;67;3;268;Lodgepole pine
2936;5;8;85;5;242;Lodgepole pine
2936;342;8;85;0;216;Lodgepole pine
2937;321;6;67;0;192;Lodgepole pine
2939;319;5;60;2;170;Lodgepole pine
2941;332;4;67;4;150;Lodgepole pine
2941;63;2;85;4;134;Lodgepole pine
2939;99;5;108;2;124;Lodgepole pine
2936;87;5;134;0;120;Lodgepole pine
2934;49;5;162;-4;124;Spruce/fir
